city,city_ascii,lat,lng,admin_name,population,country_id2
Fourmies,Fourmies,50.0172,4.0533,Hauts-de-France,11714,22
Athol,Athol,42.5841,-72.2177,Massachusetts,11713,10
TorbalÄ±,Torbali,38.1619,27.3583,Ä°zmir,11712,16
Plymouth,Plymouth,41.6642,-73.0263,Connecticut,11711,10
Eufaula,Eufaula,31.9102,-85.1505,Alabama,11709,10
Myjava,Myjava,48.7578,17.5686,Nitriansky,11708,136
Costa de Caparica,Costa de Caparica,38.6446,-9.2356,SetÃºbal,11707,135
VÄƒlenii de Munte,Valenii de Munte,45.1856,26.0397,Prahova,11707,75
Glen Rock,Glen Rock,40.9601,-74.1249,New Jersey,11707,10
Cocoa Beach,Cocoa Beach,28.3326,-80.6274,Florida,11705,10
Geisenheim,Geisenheim,49.9831,7.9656,Hesse,11704,44
Bol,Bol,13.4586,14.7147,Lac,11700,97
Gatumba,Gatumba,-3.3333,29.25,Bujumbura Rural,11700,124
Brignais,Brignais,45.6739,4.7542,Auvergne-RhÃ´ne-Alpes,11697,22
Saint-EstÃ¨ve,Saint-Esteve,42.7133,2.8419,Occitanie,11697,22
Nemyriv,Nemyriv,48.9794,28.8439,Vinnytsâ€™ka Oblastâ€™,11697,49
Tamezmout,Tamezmout,30.8075,-6.1142,DrÃ¢a-Tafilalet,11697,41
Lendinara,Lendinara,45.085,11.6006,Veneto,11694,52
PicaÃ±a,Picana,39.4361,-0.435,Valencia,11692,33
ZÄrach,Zarach,31.9911,54.2319,Yazd,11691,20
Issoudun,Issoudun,46.9481,1.9933,Centre-Val de Loire,11690,22
Clute,Clute,29.0256,-95.3975,Texas,11690,10
Ãngel R. Cabada,Angel R. Cabada,18.5969,-95.4453,Veracruz,11689,8
Serravalle Pistoiese,Serravalle Pistoiese,43.9,10.8333,Tuscany,11689,52
Ã“bidos,Obidos,39.3585,-9.176,Leiria,11689,135
Tamalpais-Homestead Valley,Tamalpais-Homestead Valley,37.8793,-122.5382,California,11689,10
Gander,Gander,48.9569,-54.6089,Newfoundland and Labrador,11688,36
DzitbalchÃ©,Dzitbalche,20.3167,-90.05,Campeche,11686,8
Lom Sak,Lom Sak,16.7775,101.2468,Phetchabun,11685,12
Dolinsk,Dolinsk,47.3167,142.8,Sakhalinskaya Oblastâ€™,11685,11
Torri di Quartesolo,Torri di Quartesolo,45.5167,11.6167,Veneto,11684,52
Bonito de Santa FÃ©,Bonito de Santa Fe,-7.3128,-38.515,ParaÃ­ba,11684,5
Port St. John,Port St. John,28.4771,-80.7874,Florida,11684,10
ÅžereflikoÃ§hisar,Sereflikochisar,38.9444,33.5419,Ankara,11683,16
Izola,Izola,45.5395,13.6604,Izola,11682,147
Hollabrunn,Hollabrunn,48.5667,16.0833,NiederÃ¶sterreich,11681,73
Buldan,Buldan,38.045,28.8306,Denizli,11681,16
ConceiÃ§Ã£o do Castelo,Conceicao do Castelo,-20.3678,-41.2439,EspÃ­rito Santo,11681,5
UbaÃ­,Ubai,-16.285,-44.7778,Minas Gerais,11681,5
GouvÃªa,Gouvea,-18.4539,-43.7408,Minas Gerais,11681,5
SajÃ³szentpÃ©ter,Sajoszentpeter,48.2169,20.7183,Borsod-AbaÃºj-ZemplÃ©n,11679,80
Prymorsk,Prymorsk,46.7333,36.3596,Zaporizâ€™ka Oblastâ€™,11679,49
Pilis,Pilis,47.2858,19.5469,Pest,11678,80
GÃ³ra,Gora,51.6667,16.55,DolnoÅ›lÄ…skie,11678,77
SÃ£o SebastiÃ£o de Lagoa de RoÃ§a,Sao Sebastiao de Lagoa de Roca,-7.0828,-35.835,ParaÃ­ba,11677,5
Endwell,Endwell,42.1185,-76.0219,New York,11677,10
Elland,Elland,53.683,-1.84,Calderdale,11676,21
Udachnyy,Udachnyy,66.4,112.3,Sakha (Yakutiya),11676,11
Gundelfingen,Gundelfingen,48.0425,7.8657,Baden-WÃ¼rttemberg,11674,44
Gisors,Gisors,49.2806,1.7764,Normandie,11674,22
SÃ£o JoÃ£o do ManhuaÃ§u,Sao Joao do Manhuacu,-20.3939,-42.1508,Minas Gerais,11674,5
Sidney,Sidney,48.6506,-123.3986,British Columbia,11672,36
Oliva,Oliva,-32.0416,-63.5698,CÃ³rdoba,11672,14
Å kofja Loka,Skofja Loka,46.1655,14.3064,Å kofja Loka,11671,147
Fgura,Fgura,35.8725,14.5228,Fgura,11670,204
KautÄlam,Kautalam,15.771,77.124,Andhra Pradesh,11670,3
Mena,Mena,51.5167,32.2167,Chernihivsâ€™ka Oblastâ€™,11670,49
KÄranchedu,Karanchedu,15.8823,80.317,Andhra Pradesh,11667,3
Bothell East,Bothell East,47.8064,-122.1845,Washington,11665,10
Plano,Plano,41.6757,-88.5294,Illinois,11665,10
Madison Heights,Madison Heights,37.4487,-79.1057,Virginia,11665,10
Deutschlandsberg,Deutschlandsberg,46.8161,15.215,Steiermark,11663,73
Bryn,Bryn,53.499,-2.657,Wigan,11662,21
Guthrie,Guthrie,35.8428,-97.4357,Oklahoma,11661,10
Dranesville,Dranesville,38.9955,-77.3693,Virginia,11661,10
Inverell,Inverell,-29.7667,151.1167,New South Wales,11660,39
Onet Village,Onet Village,44.3656,2.5936,Occitanie,11659,22
Guidel,Guidel,47.7906,-3.4886,Bretagne,11659,22
Opatija,Opatija,45.3347,14.3069,Primorsko-Goranska Å½upanija,11659,118
Nossa Senhora dos Milagres,Nossa Senhora dos Milagres,-12.87,-39.8589,Bahia,11659,5
Rothesay,Rothesay,45.3831,-65.9969,New Brunswick,11659,36
Azcoitia,Azcoitia,43.1792,-2.3106,Basque Country,11657,33
Stokke,Stokke,59.24,10.2708,Vestfold,11657,122
Zofingen,Zofingen,47.2884,7.9475,Aargau,11655,163
Casteldaccia,Casteldaccia,38.05,13.5333,Sicilia,11655,52
El Campo,El Campo,29.1987,-96.2724,Texas,11655,10
GrÃ¤fenhainichen,Grafenhainichen,51.7292,12.4556,Saxony-Anhalt,11654,44
Lyubanâ€™,Lyuban',52.7819,28.0525,Minskaya Voblastsâ€™,11654,69
San Pedro IxcatlÃ¡n,San Pedro Ixcatlan,18.15,-96.5,Oaxaca,11653,8
Nandavaram,Nandavaram,16.017,77.531,Andhra Pradesh,11651,3
Hauzenberg,Hauzenberg,48.6517,13.6236,Bavaria,11649,44
LanggÃ¶ns,Langgons,50.5,8.6667,Hesse,11648,44
Hidaka,Hidaka,42.4803,142.0742,HokkaidÅ,11648,1
Accokeek,Accokeek,38.6745,-77.0023,Maryland,11647,10
Mixtla de Altamirano,Mixtla de Altamirano,18.6,-97,Veracruz,11646,8
Fortaleza dos Nogueiras,Fortaleza dos Nogueiras,-6.9639,-46.1769,MaranhÃ£o,11646,5
Bad DÃ¼rrenberg,Bad Durrenberg,51.2955,12.0658,Saxony-Anhalt,11643,44
Labin,Labin,45.0833,14.1167,Istarska Å½upanija,11642,118
Mitai,Mitai,32.7117,131.3078,Miyazaki,11642,1
Brock,Brock,44.3167,-79.0833,Ontario,11642,36
BeÅŸikdÃ¼zÃ¼,Besikduzu,41.052,39.2329,Trabzon,11641,16
Evanston,Evanston,41.2602,-110.9646,Wyoming,11641,10
Cowdenbeath,Cowdenbeath,56.11,-3.35,Fife,11640,21
BudakalÃ¡sz,Budakalasz,47.6215,19.046,Pest,11640,80
Lauffen am Neckar,Lauffen am Neckar,49.0764,9.1567,Baden-WÃ¼rttemberg,11640,44
Stradella,Stradella,45.0833,9.3,Lombardy,11637,52
Meitingen,Meitingen,48.5333,10.8333,Bavaria,11637,44
PallejÃ¡,Palleja,41.4242,1.9978,Catalonia,11636,33
SonÄda,Sonada,27,88.14,West Bengal,11635,3
Lundazi,Lundazi,-12.2895,33.17,Eastern,11635,79
Candelaria,Candelaria,10.4592,-74.8806,AtlÃ¡ntico,11635,26
Olgiate Comasco,Olgiate Comasco,45.7833,8.9667,Lombardy,11633,52
Leingarten,Leingarten,49.15,9.1167,Baden-WÃ¼rttemberg,11633,44
Vauvert,Vauvert,43.6933,4.2761,Occitanie,11633,22
GuaiÃ§ara,Guaicara,-21.6219,-49.7986,SÃ£o Paulo,11633,5
Nzeto,Nzeto,-7.229,12.865,Zaire,11633,24
Motegi,Motegi,36.5322,140.1875,Tochigi,11631,1
Diaoâ€™ecun,Diao'ecun,40.7227,115.8201,Hebei,11631,7
Talant,Talant,47.3364,5.0056,Bourgogne-Franche-ComtÃ©,11630,22
Portomaggiore,Portomaggiore,44.7,11.8,Emilia-Romagna,11630,52
Tlachichilco,Tlachichilco,20.6217,-98.1994,Veracruz,11630,8
Dammapeta,Dammapeta,17.2667,81.0167,Telangana,11629,3
Yvetot,Yvetot,49.6169,0.7531,Normandie,11627,22
Weiz,Weiz,47.2189,15.6253,Steiermark,11627,73
Chebrolu,Chebrolu,16.1967,80.525,Andhra Pradesh,11626,3
Alken,Alken,50.8761,5.3078,Flanders,11626,78
Le Relecq-Kerhuon,Le Relecq-Kerhuon,48.4086,-4.3969,Bretagne,11625,22
Alotau,Alotau,-10.3167,150.4333,Milne Bay,11624,145
Tepetzintla,Tepetzintla,19.9667,-97.8333,Puebla,11622,8
Ichinomiya,Ichinomiya,35.3728,140.3689,Chiba,11622,1
Wolnzach,Wolnzach,48.6,11.6167,Bavaria,11622,44
Radnevo,Radnevo,42.2915,25.9368,Stara Zagora,11622,89
Pontiac,Pontiac,40.8881,-88.6414,Illinois,11622,10
Griswold,Griswold,41.5852,-71.9226,Connecticut,11622,10
MÃ¶hnesee,Mohnesee,51.4958,8.1306,North Rhine-Westphalia,11620,44
Henley on Thames,Henley on Thames,51.5357,-0.903,Oxfordshire,11619,21
Bullas,Bullas,38.0497,-1.6706,Murcia,11619,33
Dingman,Dingman,41.3226,-74.9264,Pennsylvania,11619,10
Lenvik,Lenvik,69.3836,17.9675,Troms,11618,122
Santa Cruz Itundujia,Santa Cruz Itundujia,16.8667,-97.65,Oaxaca,11616,8
Kotra,Kotra,22.7062,88.5411,West Bengal,11615,3
Moulay Driss Zerhoun,Moulay Driss Zerhoun,34.0559,-5.5183,FÃ¨s-MeknÃ¨s,11615,41
Summerland,Summerland,49.6006,-119.6778,British Columbia,11615,36
Mala Vyska,Mala Vyska,48.65,31.6333,Kirovohradsâ€™ka Oblastâ€™,11614,49
Finale Ligure,Finale Ligure,44.1691,8.3435,Liguria,11613,52
Capela de Santana,Capela de Santana,-29.7,-51.325,Rio Grande do Sul,11612,5
Franklin,Franklin,39.5538,-84.295,Ohio,11612,10
Gold Canyon,Gold Canyon,33.3715,-111.4369,Arizona,11612,10
Manabo,Manabo,17.4331,120.7048,Abra,11611,4
Veyrier,Veyrier,46.1667,6.1833,GenÃ¨ve,11609,163
Pacoti,Pacoti,-4.225,-38.9228,CearÃ¡,11607,5
Sint Anthonis,Sint Anthonis,51.6258,5.8811,Noord-Brabant,11606,115
Caorle,Caorle,45.6003,12.8876,Veneto,11606,52
Bolbec,Bolbec,49.5722,0.4725,Normandie,11605,22
Matca,Matca,45.85,27.5333,GalaÅ£i,11605,75
Saint-Gaudens,Saint-Gaudens,43.1081,0.7233,Occitanie,11604,22
Santo AntÃ´nio do Jacinto,Santo Antonio do Jacinto,-16.5339,-40.1758,Minas Gerais,11604,5
Kem,Kem,64.95,34.6,Kareliya,11604,11
Sunninghill,Sunninghill,51.4025,-0.655,Windsor and Maidenhead,11603,21
Kalmiuske,Kalmiuske,47.6667,38.0667,Donetsâ€™ka Oblastâ€™,11603,49
Cedarburg,Cedarburg,43.2991,-87.9887,Wisconsin,11603,10
Claiborne,Claiborne,32.5379,-92.1981,Louisiana,11602,10
Abertillery,Abertillery,51.73,-3.13,Blaenau Gwent,11601,21
Valmadrera,Valmadrera,45.8463,9.3582,Lombardy,11601,52
Apen,Apen,53.2214,7.8097,Lower Saxony,11600,44
Gerstetten,Gerstetten,48.6225,10.0206,Baden-WÃ¼rttemberg,11599,44
Santa Comba DÃ£o,Santa Comba Dao,40.4,-8.1333,Viseu,11597,135
Drawsko Pomorskie,Drawsko Pomorskie,53.5333,15.8,Zachodniopomorskie,11597,77
Putnam Valley,Putnam Valley,41.3979,-73.8368,New York,11597,10
Shengping,Shengping,28.4865,98.913,Yunnan,11595,7
Minabe,Minabe,33.7725,135.3217,Wakayama,11594,1
Likhoslavl,Likhoslavl,57.1167,35.4667,Tverskaya Oblastâ€™,11594,11
North Middleton,North Middleton,40.2462,-77.2168,Pennsylvania,11594,10
Bassersdorf,Bassersdorf,47.4431,8.6283,ZÃ¼rich,11593,163
Phon,Phon,15.8084,102.6018,Khon Kaen,11593,12
Quebrangulo,Quebrangulo,-9.3189,-36.4708,Alagoas,11592,5
Beachwood,Beachwood,41.4759,-81.503,Ohio,11590,10
Seven Hills,Seven Hills,41.3805,-81.6737,Ohio,11590,10
Upper Montclair,Upper Montclair,40.8428,-74.2014,New Jersey,11589,10
ElektrÄ—nai,Elektrenai,54.7886,24.6612,ElektrÃ©nai,11588,130
Sablan,Sablan,16.5,120.5167,Benguet,11588,4
SÄkib,Sakib,32.2843,35.8092,Jarash,11586,43
Martinsville,Martinsville,40.603,-74.5751,New Jersey,11586,10
Gainza,Gainza,13.6167,123.15,Camarines Sur,11584,4
Santa LucÃ­a,Santa Lucia,10.3247,-74.9589,AtlÃ¡ntico,11584,26
Egelsbach,Egelsbach,49.9694,8.6667,Hesse,11583,44
ZlatÃ© Moravce,Zlate Moravce,48.3781,18.3964,Nitriansky,11583,136
Kurabalakota,Kurabalakota,13.65,78.4833,Andhra Pradesh,11583,3
JÃ³dar,Jodar,37.8333,-3.35,Andalusia,11583,33
NovoÄ«shÄ«mskÄ«y,Novoishimskiy,53.1981,66.7694,SoltÃ¼stik Qazaqstan,11583,72
NovÃ½ Bor,Novy Bor,50.7577,14.5557,LibereckÃ½ Kraj,11582,87
Val-des-Monts,Val-des-Monts,45.65,-75.6667,Quebec,11582,36
Oulad Friha,Oulad Friha,32.6108,-7.625,Casablanca-Settat,11581,41
Saint-Cyr-sur-Mer,Saint-Cyr-sur-Mer,43.1836,5.7086,Provence-Alpes-CÃ´te dâ€™Azur,11580,22
FirminÃ³polis,Firminopolis,-16.5819,-50.305,GoiÃ¡s,11580,5
Wichelen,Wichelen,51.0042,3.9725,Flanders,11578,78
Oulad Hamdane,Oulad Hamdane,32.3333,-6.3667,BÃ©ni Mellal-KhÃ©nifra,11577,41
Brejinho,Brejinho,-6.1908,-35.3569,Rio Grande do Norte,11577,5
Elk City,Elk City,35.385,-99.4331,Oklahoma,11577,10
MaxhÃ¼tte-Haidhof,Maxhutte-Haidhof,49.2,12.1,Bavaria,11575,44
Chegem Vtoroy,Chegem Vtoroy,43.5958,43.5994,Kabardino-Balkariya,11575,11
Melle,Melle,51,3.8,Flanders,11574,78
Andraitx,Andraitx,39.5746,2.4206,Balearic Islands,11571,33
JarÄbulus,Jarabulus,36.8175,38.0111,á¸¨alab,11570,71
Okuizumo,Okuizumo,35.1975,133.0025,Shimane,11570,1
Heddesheim,Heddesheim,49.5053,8.6033,Baden-WÃ¼rttemberg,11569,44
Ban Wiang Phan,Ban Wiang Phan,20.4034,99.8856,Chiang Rai,11569,12
Scottdale,Scottdale,33.795,-84.2634,Georgia,11568,10
TachÃ©,Tache,49.7081,-96.6736,Manitoba,11568,36
Arcachon,Arcachon,44.6586,-1.1689,Nouvelle-Aquitaine,11567,22
Ifs,Ifs,49.1383,-0.3531,Normandie,11567,22
Billerbeck,Billerbeck,51.9792,7.295,North Rhine-Westphalia,11566,44
La UniÃ³n,La Union,8.8572,-75.2767,Sucre,11566,26
Nieuwpoort,Nieuwpoort,51.1294,2.7514,Flanders,11565,78
Eijsden,Eijsden,50.7778,5.7108,Limburg,11565,115
LoutrÃ¡ki,Loutraki,37.975,22.9767,PeloponnÃ­sos,11564,123
Puerto SuÃ¡rez,Puerto Suarez,-18.9633,-57.7978,Santa Cruz,11564,46
Kushmanchi,Kushmanchi,17.2263,79.9668,Telangana,11563,3
Miesbach,Miesbach,47.789,11.8338,Bavaria,11562,44
Severnyy,Severnyy,67.6083,64.1233,Komi,11562,11
Campagnano di Roma,Campagnano di Roma,42.1333,12.3833,Lazio,11561,52
Silver City,Silver City,32.7784,-108.2698,New Mexico,11561,10
Cuers,Cuers,43.2375,6.0708,Provence-Alpes-CÃ´te dâ€™Azur,11560,22
Xiaoba,Xiaoba,26.7217,106.9236,Guizhou,11560,7
Ghindaâ€™e,Ghinda'e,15.45,39.0833,SemÄ“nawÄ« Kâ€™eyih BahrÄ«,11560,109
Upper Uwchlan,Upper Uwchlan,40.0817,-75.7071,Pennsylvania,11560,10
Mistelbach,Mistelbach,48.5667,16.5667,NiederÃ¶sterreich,11559,73
Cogolin,Cogolin,43.2525,6.53,Provence-Alpes-CÃ´te dâ€™Azur,11556,22
Cisneros,Cisneros,6.5383,-75.0886,Antioquia,11555,26
Wakefield,Wakefield,38.823,-77.2407,Virginia,11554,10
Cisternino,Cisternino,40.75,17.4167,Puglia,11553,52
Alum Rock,Alum Rock,37.3695,-121.8241,California,11551,10
Espita,Espita,21.0128,-88.3047,YucatÃ¡n,11551,8
Esil,Esil,51.9556,66.4042,Aqmola,11551,72
Capaci,Capaci,38.1667,13.2333,Sicilia,11549,52
Limburgerhof,Limburgerhof,49.4222,8.3919,Rhineland-Palatinate,11549,44
KrosÅ«ru,Krosuru,16.55,80.1333,Andhra Pradesh,11549,3
Angicos,Angicos,-5.6658,-36.6008,Rio Grande do Norte,11549,5
Derdara,Derdara,35.1167,-5.2833,Tanger-TÃ©touan-Al HoceÃ¯ma,11547,41
Omaruru,Omaruru,-21.4183,15.9539,Erongo,11547,144
Mitchellville,Mitchellville,38.9358,-76.8146,Maryland,11547,10
Lindenberg im AllgÃ¤u,Lindenberg im Allgau,47.6031,9.8861,Bavaria,11546,44
Ghambiraopet,Ghambiraopet,18.3,78.5833,Telangana,11545,3
Isola della Scala,Isola della Scala,45.2667,11.1333,Veneto,11545,52
Peligros,Peligros,37.2333,-3.6333,Andalusia,11544,33
Muroto-misakicho,Muroto-misakicho,33.29,134.1519,KÅchi,11543,1
ChennÅ«r,Chennur,14.1554,79.8186,Andhra Pradesh,11542,3
Den Chai,Den Chai,17.9835,100.0519,Phrae,11542,12
Pedro Afonso,Pedro Afonso,-8.9678,-48.175,Tocantins,11539,5
Nyazepetrovsk,Nyazepetrovsk,56.05,59.6,Chelyabinskaya Oblastâ€™,11539,11
Gardone Val Trompia,Gardone Val Trompia,45.6833,10.1833,Lombardy,11538,52
Huanian,Huanian,24.0781,102.201,Yunnan,11538,7
Mangalkot,Mangalkot,23.5213,87.9119,West Bengal,11537,3
Kibungo,Kibungo,-2.1608,30.5442,Eastern Province,11537,94
Ladenburg,Ladenburg,49.4719,8.6092,Baden-WÃ¼rttemberg,11537,44
Sidi Kasem,Sidi Kasem,35.5339,-5.2183,Tanger-TÃ©touan-Al HoceÃ¯ma,11537,41
Wolmirstedt,Wolmirstedt,52.25,11.6167,Saxony-Anhalt,11536,44
Port Morant,Port Morant,17.891,-76.329,Saint Thomas,11536,129
PÃ´rto EsperidiÃ£o,Porto Esperidiao,-15.8528,-58.46,Mato Grosso,11535,5
Ouro Branco,Ouro Branco,-9.1667,-37.3567,Alagoas,11535,5
Weinfelden,Weinfelden,47.5698,9.112,Thurgau,11534,163
VÃµru,Voru,57.8486,26.9928,VÃµrumaa,11533,137
Alto GarÃ§as,Alto Garcas,-16.9439,-53.5278,Mato Grosso,11532,5
Harrislee,Harrislee,54.7972,9.3764,Schleswig-Holstein,11531,44
Siniscola,Siniscola,40.5743,9.6963,Sardegna,11531,52
Nembro,Nembro,45.7439,9.7594,Lombardy,11530,52
Spirit Lake,Spirit Lake,43.4176,-95.1109,Iowa,11530,10
Woodland Park,Woodland Park,38.9985,-105.0594,Colorado,11530,10
Saint Helena Bay,Saint Helena Bay,-32.7583,18.0278,Western Cape,11529,40
BÄhÄgalpur,Bahagalpur,24.5934,87.9536,West Bengal,11528,3
MÄ«t DamsÄ«s,Mit Damsis,30.8267,31.2226,Ad DaqahlÄ«yah,11528,9
SebastiÃ£o Laranjeiras,Sebastiao Laranjeiras,-14.5728,-42.94,Bahia,11528,5
SÄƒcueni,Sacueni,47.3525,22.0914,Bihor,11526,75
Nandipeta,Nandipeta,18.9622,78.1772,Telangana,11525,3
Brattleboro,Brattleboro,42.8618,-72.6145,Vermont,11524,10
Epazoyucan,Epazoyucan,20.0177,-98.6361,Hidalgo,11522,8
ChorrochÃ³,Chorrocho,-8.98,-39.0939,Bahia,11522,5
Calheta,Calheta,32.7333,-17.1667,Madeira,11521,135
MaurilÃ¢ndia,Maurilandia,-17.9708,-50.3389,GoiÃ¡s,11521,5
Cholpon-Ata,Cholpon-Ata,42.65,77.0833,Ysyk-KÃ¶l,11520,101
Bridgeton,Bridgeton,38.7673,-90.4275,Missouri,11520,10
Lower Gwynedd,Lower Gwynedd,40.188,-75.2373,Pennsylvania,11520,10
WalldÃ¼rn,Walldurn,49.5831,9.3681,Baden-WÃ¼rttemberg,11518,44
Olintla,Olintla,20.1,-97.6833,Puebla,11517,8
Leutenbach,Leutenbach,48.8883,9.3914,Baden-WÃ¼rttemberg,11517,44
Mexico,Mexico,39.1625,-91.8711,Missouri,11517,10
Kundurpi,Kundurpi,14.2833,77.0333,Andhra Pradesh,11516,3
Blundellsands,Blundellsands,53.48,-3.05,Sefton,11514,21
Mirik,Mirik,26.887,88.187,West Bengal,11513,3
Archdale,Archdale,35.9033,-79.9592,North Carolina,11513,10
Dolores,Dolores,17.649,120.7103,Abra,11512,4
Brislington,Brislington,51.4316,-2.5439,"Bristol, City of",11511,21
Orchha,Orchha,25.35,78.64,Madhya Pradesh,11511,3
Westwood Lakes,Westwood Lakes,25.7237,-80.3717,Florida,11510,10
Sagada,Sagada,17.0833,120.9,Mountain,11510,4
Coronel Dorrego,Coronel Dorrego,-38.7,-61.2667,Buenos Aires,11510,14
HoleÅ¡ov,Holesov,49.3333,17.5783,ZlÃ­nskÃ½ Kraj,11509,87
Å»ejtun,Zejtun,35.8556,14.5333,Å»ejtun,11508,204
Beniel,Beniel,38.0464,-1.0014,Murcia,11508,33
Kissing,Kissing,48.3,10.9833,Bavaria,11508,44
Videle,Videle,44.2833,25.5333,Teleorman,11508,75
Berlaar,Berlaar,51.1178,4.6575,Flanders,11507,78
Pulsano,Pulsano,40.3842,17.3547,Puglia,11504,52
Zvenigovo,Zvenigovo,55.9667,48.0167,Mariy-El,11504,11
Bogalusa,Bogalusa,30.7812,-89.8633,Louisiana,11504,10
Wittingen,Wittingen,52.7281,10.7391,Lower Saxony,11503,44
Ponte San Pietro,Ponte San Pietro,45.6978,9.5881,Lombardy,11502,52
Al Mâ€™aziz,Al M'aziz,33.7039,-6.34,Rabat-SalÃ©-KÃ©nitra,11502,41
Mestrino,Mestrino,45.45,11.7667,Veneto,11502,52
Center,Center,40.6483,-80.2977,Pennsylvania,11502,10
Jaqueira,Jaqueira,-8.7269,-35.7928,Pernambuco,11501,5
Dzouz,Dzouz,31.8697,-7.3097,Marrakech-Safi,11501,41
Newport,Newport,35.9617,-83.1977,Tennessee,11500,10
â€™AÃ¯n Roua,'Ain Roua,36.3344,5.1806,SÃ©tif,11499,45
Hanover,Hanover,40.6669,-75.3979,Pennsylvania,11499,10
Cerrillos,Cerrillos,-24.9,-65.4833,Salta,11498,14
Elwood,Elwood,40.8462,-73.3389,New York,11498,10
Rabat,Rabat,35.8817,14.3989,Rabat,11497,204
Buriti do Tocantins,Buriti do Tocantins,-5.3158,-48.2289,Tocantins,11497,5
Yeadon,Yeadon,39.9325,-75.2527,Pennsylvania,11496,10
SolliÃ¨s-Pont,Sollies-Pont,43.19,6.0411,Provence-Alpes-CÃ´te dâ€™Azur,11496,22
VlaÅ¡im,Vlasim,49.7064,14.8989,StÅ™edoÄeskÃ½ Kraj,11496,87
Ã‡ayeli,Cayeli,41.093,40.7292,Rize,11496,16
Florham Park,Florham Park,40.7773,-74.3953,New Jersey,11496,10
Wallington,Wallington,40.8535,-74.1069,New Jersey,11495,10
MuquÃ©m de SÃ£o Francisco,Muquem de Sao Francisco,-12.065,-43.5489,Bahia,11495,5
Bouabout,Bouabout,31.2655,-9.1786,Marrakech-Safi,11494,41
Trinity,Trinity,28.1809,-82.6581,Florida,11493,10
DivinolÃ¢ndia,Divinolandia,-21.6614,-46.7392,SÃ£o Paulo,11492,5
Mack,Mack,39.1503,-84.6792,Ohio,11492,10
Aginskoye,Aginskoye,51.1031,114.5228,Zabaykalâ€™skiy Kray,11491,11
Montmagny,Montmagny,46.9833,-70.55,Quebec,11491,36
MaiziÃ¨res-lÃ¨s-Metz,Maizieres-les-Metz,49.2122,6.1611,Grand Est,11490,22
Guayabal,Guayabal,5.0306,-74.8844,Tolima,11490,26
Roma,Roma,26.4166,-99.006,Texas,11490,10
Ploufragan,Ploufragan,48.4894,-2.7958,Bretagne,11489,22
Mountain Top,Mountain Top,41.1353,-75.9045,Pennsylvania,11489,10
Landsmeer,Landsmeer,52.4293,4.9136,Noord-Holland,11488,115
Tawnza,Tawnza,32.0944,-6.6025,BÃ©ni Mellal-KhÃ©nifra,11488,41
IlicÃ­nia,Ilicinia,-20.9358,-45.8328,Minas Gerais,11488,5
Ãœberherrn,Uberherrn,49.25,6.7,Saarland,11487,44
Port Salerno,Port Salerno,27.1461,-80.1895,Florida,11486,10
Raubling,Raubling,47.7881,12.1047,Bavaria,11485,44
Kirchhundem,Kirchhundem,51.1,8.0833,North Rhine-Westphalia,11485,44
Lokhvytsya,Lokhvytsya,50.361,33.2652,Poltavsâ€™ka Oblastâ€™,11485,49
XambioÃ¡,Xambioa,-6.4108,-48.5358,Tocantins,11484,5
Isola del Liri,Isola del Liri,41.6833,13.5667,Lazio,11482,52
Castenedolo,Castenedolo,45.4704,10.2967,Lombardy,11482,52
Plan-de-Cuques,Plan-de-Cuques,43.3469,5.4631,Provence-Alpes-CÃ´te dâ€™Azur,11481,22
Yakymivka,Yakymivka,46.6967,35.1664,Zaporizâ€™ka Oblastâ€™,11481,49
MÃ¶mbris,Mombris,50.0667,9.1667,Bavaria,11480,44
Senador JosÃ© PorfÃ­rio,Senador Jose Porfirio,-2.5908,-51.9539,ParÃ¡,11480,5
Arenzano,Arenzano,44.4035,8.6827,Liguria,11478,52
Utiel,Utiel,39.5672,-1.2067,Valencia,11478,33
Myronivka,Myronivka,49.65,30.9833,Kyyivsâ€™ka Oblastâ€™,11478,49
Campo do Meio,Campo do Meio,-21.1069,-45.83,Minas Gerais,11476,5
Magalia,Magalia,39.8228,-121.6078,California,11476,10
Dautphe,Dautphe,50.8583,8.55,Hesse,11475,44
Satyavedu,Satyavedu,13.437,79.956,Andhra Pradesh,11474,3
Kuriyama,Kuriyama,43.0564,141.7842,HokkaidÅ,11474,1
GÃ¶tzis,Gotzis,47.3342,9.6453,Vorarlberg,11473,73
Poldasht,Poldasht,39.3481,45.0711,Ä€zÌ„arbÄyjÄn-e GharbÄ«,11472,20
Bom Retiro do Sul,Bom Retiro do Sul,-29.6089,-51.9428,Rio Grande do Sul,11472,5
Ravanusa,Ravanusa,37.2678,13.9697,Sicilia,11471,52
Isaszeg,Isaszeg,47.5333,19.4,Pest,11470,80
Muna,Muna,20.48,-89.72,YucatÃ¡n,11469,8
Waipio,Waipio,21.4143,-157.9965,Hawaii,11469,10
Hanover,Hanover,43.7155,-72.1911,New Hampshire,11467,10
Magnolia,Magnolia,33.2774,-93.2261,Arkansas,11467,10
Emmaus,Emmaus,40.5352,-75.4978,Pennsylvania,11467,10
Teulada,Teulada,38.7292,0.1019,Valencia,11466,33
BhabÄnipur,Bhabanipur,24.7153,87.9227,West Bengal,11465,3
Fort LibertÃ©,Fort Liberte,19.6656,-71.8448,Nord-Est,11465,107
